"Story","Title","Result","Date","Stability","Duration (s)"
"Retrieve judicial user profile by email test","Rdcc 751 ac1 user with appropriate rights can retrieve user profile with email","ERROR","2020-01-14T15:45:45.226Z[Europe/London]","0.0","2.29"
